SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Townhouse,2380 Champlain St NW Apt 302,Washington,DC,20009,710000,2,2.0,,1097,620,2002,,647,,,,,http://www.redfin.com/DC/Washington/2380-Champlain-St-NW-20009/unit-302/home/10187665,,,N,Y,38.9219079,-77.0416284
PAST SALE,September-25-2017,Townhouse,2122 11th St NW #4,Washington,DC,20001,745000,2,2.0,U St Corridor,1193,,2008,23,624,227,Sold,,,http://www.redfin.com/DC/Washington/2122-11th-St-NW-20001/unit-4/home/21645152,MRIS,DC10065323,N,Y,38.9186949,-77.0274089
PAST SALE,September-22-2017,Townhouse,1402 S St NW,Washington,DC,20009,1890000,2,2.5,Old City #2,1740,2683,1880,26,1086,,Sold,,,http://www.redfin.com/DC/Washington/1402-S-St-NW-20009/home/9869678,MRIS,DC10072601,N,Y,38.9138858,-77.0327803
PAST SALE,September-15-2017,Townhouse,927 W St NW,Washington,DC,20001,669000,2,1.0,Old City #2,1200,703,1890,33,558,,Sold,,,http://www.redfin.com/DC/Washington/927-W-St-NW-20001/home/9876883,MRIS,DC10058479,N,Y,38.9193601,-77.0258155
PAST SALE,October-2-2017,Townhouse,3245 Sutton Pl NW Unit C,Washington,DC,20016,707000,2,2.5,Wesley Heights,1332,,1980,16,531,541,Sold,,,http://www.redfin.com/DC/Washington/3245-Sutton-Pl-NW-20016/unit-C/home/9954399,MRIS,DC10032984,N,Y,38.9325036,-77.0808848
PAST SALE,October-2-2017,Single Family Residential,1809 20th St NW Unit CARRIAGE HOUSE,Washington,DC,20009,1175000,2,2.5,Old City #2,2412,2244,1900,16,487,,Sold,,,http://www.redfin.com/DC/Washington/1809-20th-St-NW-20009/unit-CARRIAGE-HOUSE/home/114022005,MRIS,DC9957537,N,Y,38.9145637,-77.0444708
PAST SALE,October-3-2017,Townhouse,3248 Grace St NW #3248,Washington,DC,20007,639000,2,1.0,Georgetown,900,,1980,15,710,524,Sold,,,http://www.redfin.com/DC/Washington/3248-Grace-St-NW-20007/unit-3248/home/9923313,MRIS,DC10021957,N,Y,38.903856,-77.064633
PAST SALE,October-4-2017,Townhouse,1820 Kalorama Rd NW #3,Washington,DC,20009,885000,2,2.0,Kalorama,1327,,1900,14,667,718,Sold,,,http://www.redfin.com/DC/Washington/1820-Kalorama-Rd-NW-20009/unit-3/home/10003524,MRIS,DC10049284,N,Y,38.9194683,-77.0426125
PAST SALE,October-6-2017,Townhouse,53 Underwood St NW,Washington,DC,20012,389500,2,1.5,Takoma Park,832,2822,1952,12,468,,Sold,,,http://www.redfin.com/DC/Washington/53-Underwood-St-NW-20012/home/10068025,MRIS,DC9978469,N,Y,38.9683778,-77.0107386
PAST SALE,September-25-2017,Townhouse,1825 19th St NW #1,Washington,DC,20009,669900,2,2.0,Dupont Circle,1019,,1885,23,657,278,Sold,,,http://www.redfin.com/DC/Washington/1825-19th-St-NW-20009/unit-1/home/9061579,MRIS,DC10016797,N,Y,38.9150691,-77.0431718
PAST SALE,October-2-2017,Townhouse,100 O St SW,Washington,DC,20024,530007,2,2.0,Old City #1,1120,1112,1940,16,473,,Sold,,,http://www.redfin.com/DC/Washington/100-O-St-SW-20024/home/9887910,MRIS,DC10026054,N,Y,38.8727769,-77.0123616
PAST SALE,September-22-2017,Townhouse,1688 Euclid St NW Unit B,Washington,DC,20009,681000,2,1.5,Adams Morgan,1191,,1980,26,572,409,Sold,,,http://www.redfin.com/DC/Washington/1688-Euclid-St-NW-20009/unit-B/home/10005991,MRIS,DC10034967,N,Y,38.9231624,-77.0387768
PAST SALE,,Townhouse,907 Webster St NW #3,Washington,DC,20011,619195,2,3.0,,1287,,1907,,481,,,,,http://www.redfin.com/DC/Washington/907-Webster-St-NW-20011/unit-3/home/40501941,,,N,Y,38.9442386,-77.0256938
PAST SALE,September-5-2017,Townhouse,711 Jackson St NE #4,Washington,DC,20017,550000,2,2.0,Brookland,1036,,2017,43,531,172,Sold,,,http://www.redfin.com/DC/Washington/711-Jackson-St-NE-20017/unit-4/home/113618816,MRIS,DC9903065,N,Y,38.9292155,-76.9954437
