SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-1-2017,Condo/Co-op,530 N SW Unit S310,Washington,DC,20024,210000,0,1.0,Harbour Square,564,,1965,47,372,596,Sold,,,http://www.redfin.com/DC/Washington/530-N-St-SW-20024/unit-S310/home/114026415,MRIS,DC9959225,N,Y,38.8746524,-77.0191624
PAST SALE,August-31-2017,Condo/Co-op,350 G St SW Unit N-403,Washington,DC,20024,260000,0,1.0,Rla (sw),499,,2004,48,521,224,Sold,,,http://www.redfin.com/DC/Washington/350-G-St-SW-20024/unit-N403/home/10193845,MRIS,DC9940362,N,Y,38.8807663,-77.0165581
PAST SALE,September-22-2017,Condo/Co-op,430 Irving St NW #203,Washington,DC,20010,175000,0,1.0,Columbia Heights,252,,1942,26,694,151,Sold,,,http://www.redfin.com/DC/Washington/430-Irving-St-NW-20010/unit-203/home/12530181,MRIS,DC10026305,N,Y,38.9292095,-77.0188531
PAST SALE,,Condo/Co-op,2337 Champlain St NW Unit 9,Washington,DC,20009,114200,0,1.0,,391,,2016,,292,,,,,http://www.redfin.com/DC/Washington/2337-Champlain-St-NW-20009/unit-9/home/113745916,,,N,Y,38.921507,-77.040964
PAST SALE,September-18-2017,Condo/Co-op,1440 N St NW #410,Washington,DC,20005,215000,0,1.0,Old City #2,421,,1964,30,511,420,Sold,,,http://www.redfin.com/DC/Washington/1440-N-St-NW-20005/unit-410/home/9871066,MRIS,DC10070986,N,Y,38.9070428,-77.0336369
PAST SALE,September-22-2017,Condo/Co-op,1718 P St NW Unit L1,Washington,DC,20036,270000,0,1.0,Dupont,436,,1968,26,619,478,Sold,,,http://www.redfin.com/DC/Washington/1718-P-St-NW-20036/unit-L1/home/9862455,MRIS,DC10028371,N,Y,38.9093943,-77.0392914
PAST SALE,,Condo/Co-op,1301 20th St NW Apt 116,Washington,DC,20036,200000,0,1.0,,467,,1973,,428,,,,,http://www.redfin.com/DC/Washington/1301-20th-St-NW-20036/unit-116/home/9059951,,,N,Y,38.9075853,-77.0445591
PAST SALE,August-31-2017,Condo/Co-op,555 Massachusetts Ave NW #502,Washington,DC,20001,310000,0,1.0,Old City #2,460,,2005,48,674,265,Sold,,,http://www.redfin.com/DC/Washington/555-Massachusetts-Ave-NW-20001/unit-502/home/10347862,MRIS,DC9968193,N,Y,38.9017582,-77.0194236
PAST SALE,September-1-2017,Condo/Co-op,1615 Q St NW #1210,Washington,DC,20009,320000,0,1.0,Old City #2,401,,1895,47,798,315,Sold,,,http://www.redfin.com/DC/Washington/1615-Q-St-NW-20009/unit-1210/home/9866336,MRIS,DC10019354,N,Y,38.9113588,-77.0373711
PAST SALE,August-31-2017,Condo/Co-op,3101 New Mexico Ave NW #805,Washington,DC,20016,210000,0,1.0,Wesley Heights,585,,1979,48,359,414,Sold,,,http://www.redfin.com/DC/Washington/3101-New-Mexico-Ave-NW-20016/unit-805/home/9954728,MRIS,DC9992689,N,Y,38.9325798,-77.0848915
